Identifier,Yield,SM Dipole Moment,SM dG value,SM HOMO E,SM LUMO E,SM HOMO-LUMO Gap,SM Electronegativity,SM Hardness,SM Electrophil,SM BL-1-2,SM BL-2-3,SM BL-3-4,SM BL-4-5,SM BL-5-6,SM BL-1-7,SM BL-1-8,SM BL-5-9,SM BL-6-10,SM BL-6-11,SM BA-1-2-3,SM BA-2-3-4,SM BA-3-4-5,SM BA-4-5-6,SM BA-2-1-7,SM BA-7-1-8,SM BA-4-5-9,SM BA-5-6-10,SM BA-5-6-11,SM BO-1-2,SM BO-2-3,SM BO-3-4,SM BO-4-5,SM BO-5-6,SM BO-1-7,SM BO-1-8,SM BO-5-9,SM BO-6-10,SM BO-6-11,SM BO-1,SM BO-2,SM BO-3,SM BO-4,SM BO-5,SM BO-6,SM BO-7,SM BO-8,SM BO-9,SM BO-10,SM BO-11,SM Charge-1,SM Charge-2,SM Charge-3,SM Charge-4,SM Charge-5,SM Charge-6,SM Charge-7,SM Charge-8,SM Charge-9,SM Charge-10,SM Charge-11,SM core e-1,SM core e-2,SM core e-3,SM core e-4,SM core e-5,SM core e-6,SM core e-7,SM core e-8,SM core e-9,SM core e-10,SM core e-11,SM val e-1,SM val e-2,SM val e-3,SM val e-4,SM val e-5,SM val e-6,SM val e-7,SM val e-8,SM val e-9,SM val e-10,SM val e-11,SM ryd e-1,SM ryd e-2,SM ryd e-3,SM ryd e-4,SM ryd e-5,SM ryd e-6,SM ryd e-7,SM ryd e-8,SM ryd e-9,SM ryd e-10,SM ryd e-11,SM tot e-1,SM tot e-2,SM tot e-3,SM tot e-4,SM tot e-5,SM tot e-6,SM tot e-7,SM tot e-8,SM tot e-9,SM tot e-10,SM tot e-11,SM NMR-1,SM NMR-2,SM NMR-3,SM NMR-4,SM NMR-5,SM NMR-6,SM NMR-7,SM NMR-8,SM NMR-9,SM NMR-10,SM NMR-11,pdt Dipole Moment,pdt dG value,pdt HOMO E,pdt LUMO E,pdt HOMO-LUMO Gap,pdt Electronegativity,pdt Hardness,pdt Electrophil,pdt BL-1-2,pdt BL-2-3,pdt BL-3-4,pdt BL-4-5,pdt BL-5-6,pdt BL-1-7,pdt BL-1-8,pdt BL-5-9,pdt BL-6-10,pdt BL-6-11,pdt BL-1-6,pdt BA-1-2-3,pdt BA-2-3-4,pdt BA-3-4-5,pdt BA-4-5-6,pdt BA-2-1-7,pdt BA-7-1-8,pdt BA-4-5-9,pdt BA-5-6-10,pdt BA-5-6-11,pdt BA-2-1-6,pdt BA-2-1-8,pdt BA-1-6-5,pdt BA-5-6-10,pdt BA-10-6-11,pdt BO-1-2,pdt BO-2-3,pdt BO-3-4,pdt BO-4-5,pdt BO-5-6,pdt BO-1-7,pdt BO-1-8,pdt BO-5-9,pdt BO-6-10,pdt BO-6-11,pdt BO-1-6,pdt BO-1,pdt BO-2,pdt BO-3,pdt BO-4,pdt BO-5,pdt BO-6,pdt BO-7,pdt BO-8,pdt BO-9,pdt BO-10,pdt BO-11,pdt Charge-1,pdt Charge-2,pdt Charge-3,pdt Charge-4,pdt Charge-5,pdt Charge-6,pdt Charge-7,pdt Charge-8,pdt Charge-9,pdt Charge-10,pdt Charge-11,pdt core e-1,pdt core e-2,pdt core e-3,pdt core e-4,pdt core e-5,pdt core e-6,pdt core e-7,pdt core e-8,pdt core e-9,pdt core e-10,pdt core e-11,pdt val e-1,pdt val e-2,pdt val e-3,pdt val e-4,pdt val e-5,pdt val e-6,pdt val e-7,pdt val e-8,pdt val e-9,pdt val e-10,pdt val e-11,pdt ryd e-1,pdt ryd e-2,pdt ryd e-3,pdt ryd e-4,pdt ryd e-5,pdt ryd e-6,pdt ryd e-7,pdt ryd e-8,pdt ryd e-9,pdt ryd e-10,pdt ryd e-11,pdt tot e-1,pdt tot e-2,pdt tot e-3,pdt tot e-4,pdt tot e-5,pdt tot e-6,pdt tot e-7,pdt tot e-8,pdt tot e-9,pdt tot e-10,pdt tot e-11,pdt NMR-1,pdt NMR-2,pdt NMR-3,pdt NMR-4,pdt NMR-5,pdt NMR-6,pdt NMR-7,pdt NMR-8,pdt NMR-9,pdt NMR-10,pdt NMR-11,dG rxn,d Dipole Moment,d  HOMO E,d  LUMO E,d HOMO-LUMO Gap,d Electronegativity,d Hardness,d Electrophilicity,d BL1,d BL2,d BL3,d BL4,d BL5,d BL6,d BL7,d BL8,d BL9,d BL10,d BO-B1,d BO-B2,d BO-B3,d BO-B4,d BO-B5,d BO-B6,d BO-B7,d BO-B8,d BO-B9,d BO-B10,d BO1,d BO2,d BO3,d BO4,d BO5,d BO6,d BO7,d BO8,d BO9,d BO10,d BO11,d charge 1,d charge 2,d charge 3,d charge 4,d charge 5,d charge 6,d charge 7,d charge 8,d charge 9,d charge 10,d charge 11,d core 1,d core 2,d core 3,d core 4,d core 5,d core 6,d core 7,d core 8,d core 9,d core 10,d core 11,d val 1,d val 2,d val 3,d val 4,d val 5,d val 6,d val 7,d val 8,d val 9,d val 10,d val 11,d ryd 1,d ryd 2,d ryd 3,d ryd 4,d ryd 5,d ryd 6,d ryd 7,d ryd 8,d ryd 9,d ryd 10,d ryd 11,d tot 1,d tot 2,d tot 3,d tot 4,d tot 5,d tot 6,d tot 7,d tot 8,d tot 9,d tot 10,d tot 11,d NMR 1,d NMR 2,d NMR 3,d NMR 4,d NMR 5,d NMR 6,d NMR 7,d NMR 8,d NMR 9,d NMR 10,d NMR 11
ML2,48,4.1075,-810.527659,-0.20396,-0.05143,-0.15253,0.1277,0.07626,0.1069,1.4971,1.5746,1.5375,1.5226,1.3596,1.0847,1.0849,1.4889,1.5087,1.4927,113.4532,115.6678,115.2583,121.7123,121.3213,118.2218,114.9807,125.6335,120.0314,1.0427,0.9386,0.9964,1.0085,1.7131,0.9448,0.9388,1.0386,1.0283,1.0444,3.0198,3.9219,3.9226,3.8916,3.9934,3.9925,0.9605,0.9561,3.9974,3.8307,3.8953,-0.35647,0.21375,-0.24998,-0.47945,0.03477,-0.09715,0.19922,0.21033,-0.06525,-0.69843,0.55026,1.99932,1.999,1.99912,1.99922,1.99892,1.99883,0,0,1.99899,1.99939,1.99924,4.34455,3.76314,4.23374,4.46812,3.95123,4.08433,0.80005,0.78858,4.05096,4.68968,3.41325,0.01261,0.02412,0.01712,0.01211,0.01509,0.01399,0.00073,0.00109,0.01529,0.00937,0.03725,6.35647,5.78625,6.24998,6.47945,5.96523,6.09715,0.80078,0.78967,6.06525,6.69843,5.44974,82.2981,108.5068,137.5044,154.7858,41.9467,58.6803,27.7049,27.5751,53.0794,174.1771,0.6901,3.7045,-810.55166,-0.16886,-0.00873,-0.16013,0.08879,0.08007,0.04924,1.5505,1.5516,1.5405,1.5206,1.5311,1.096,1.0942,1.4377,1.5316,1.5507,1.5685,106.9873,109.4745,110.8711,112.0583,110.8923,107.3911,118.6375,119.2962,103.6776,114.2167,107.4421,107.3177,119.2962,110.4683,0.9817,0.9641,0.9917,1.0272,0.9922,0.91,0.8965,1.2504,1.0006,0.921,0.955,3.8729,3.9217,3.9416,3.8857,3.4379,3.9931,0.9406,0.929,3.9809,3.8344,3.8523,-0.45653,0.28589,-0.28085,-0.4984,0.07651,-0.17311,0.24696,0.26639,-0.10273,-0.67467,0.61447,1.99917,1.99896,1.99912,1.99925,1.99908,1.99899,0,0,1.99899,1.9994,1.99926,4.44236,3.69099,4.26666,4.48697,3.90761,4.15913,0.75157,0.73165,4.0889,4.66298,3.34405,0.015,0.02416,0.01507,0.01219,0.01679,0.01498,0.00146,0.00196,0.01485,0.0123,0.04223,6.45653,5.71411,6.28085,6.4984,5.92349,6.17311,0.75304,0.73361,6.10273,6.67467,5.38553,136.912,115.5225,153.8431,153.283,67.0014,132.69,30.128,30.2518,56.6648,166.6829,-7.134,-15.06084351,-0.403,0.0351,0.0427,-0.0076,-0.03891,0.00381,-0.05766,0.0534,-0.023,0.003,-0.002,0.1715,0.0113,0.0093,-0.0512,0.0229,0.058,-0.061,0.0255,-0.0047,0.0187,-0.7209,-0.0348,-0.0423,0.2118,-0.0277,-0.1234,0.8531,-0.0002,0.019,-0.0059,-0.5555,0.0006,-0.0199,-0.0271,-0.0165,0.0037,-0.043,-0.10006,0.07214,-0.03087,-0.01895,0.04174,-0.07596,0.04774,0.05606,-0.03748,0.02376,0.06421,-0.00015,-4.00E-05,0,3.00E-05,0.00016,0.00016,0,0,0,1.00E-05,2.00E-05,0.09781,-0.07215,0.03292,0.01885,-0.04362,0.0748,-0.04848,-0.05693,0.03794,-0.0267,-0.0692,0.00239,4.00E-05,-0.00205,8.00E-05,0.0017,0.00099,0.00073,0.00087,-0.00044,0.00293,0.00498,0.10006,-0.07214,0.03087,0.01895,-0.04174,0.07596,-0.04774,-0.05606,0.03748,-0.02376,-0.06421,54.6139,7.0157,16.3387,-1.5028,25.0547,74.0097,2.4231,2.6767,3.5854,-7.4942,-7.8241
ML3,25,1.4604,-811.690858,-0.20583,-0.00613,-0.1997,0.10598,0.09985,0.05624,1.4997,1.5739,1.5392,1.5235,1.3484,1.0852,1.0864,1.4954,1.5101,1.5157,110.064,113.5186,115.5068,123.281,121.6063,118.5099,113.8976,124.8318,121.6533,1.0374,0.9452,0.9941,1.0044,1.8044,0.9468,0.946,1.0136,1.0288,0.9972,3.0103,3.9202,3.9301,3.8865,3.9991,4.001,0.9626,0.9615,3.9991,3.8369,3.8682,-0.3384,0.21421,-0.25699,-0.47344,-0.02059,-0.02636,0.19493,0.19745,-0.05115,-0.69362,0.0827,1.99933,1.99901,1.99911,1.99923,1.99885,1.99885,0,0,1.99899,1.99937,1.99902,4.32648,3.76307,4.23992,4.46156,4.00625,4.01317,0.80406,0.80133,4.036,4.68601,3.89806,0.01259,0.02371,0.01795,0.01266,0.01549,0.01433,0.001,0.00122,0.01616,0.00824,0.02022,6.3384,5.78579,6.25699,6.47344,6.02059,6.02636,0.80507,0.80255,6.05115,6.69362,5.9173,76.793,107.7384,145.4181,155.664,54.9477,62.4897,27.2763,27.3969,51.7703,169.6675,120.5912,2.2902,-811.718469,-0.16312,0.00626,-0.16938,0.07843,0.08469,0.03632,1.5522,1.5521,1.5359,1.5199,1.5333,1.096,1.094,1.438,1.5356,1.5718,1.5595,107.2809,109.9817,110.6367,111.5875,110.6089,107.5716,118.1042,118.1189,105.3506,112.916,107.9364,108.5943,118.1189,108.4962,0.9805,0.9635,0.992,1.0264,0.9993,0.9167,0.89,1.2606,1.0005,0.944,0.9648,3.8741,3.9209,3.945,3.8862,3.4211,4.0038,0.9448,0.9268,3.9794,3.8342,3.8489,-0.46445,0.28985,-0.27269,-0.50242,0.07722,-0.10879,0.23923,0.27154,-0.10373,-0.67616,0.11169,1.99916,1.99896,1.99912,1.99925,1.99909,1.99904,0,0,1.999,1.99938,1.99905,4.44857,3.68671,4.25804,4.49108,3.90637,4.09401,0.75932,0.72589,4.08992,4.66568,3.86653,0.01671,0.02447,0.01554,0.01209,0.01731,0.01574,0.00145,0.00257,0.01482,0.0111,0.02274,6.46445,5.71015,6.27269,6.50242,5.92278,6.10879,0.76077,0.72846,6.10373,6.67616,5.88831,143.1202,114.3461,155.978,153.745,63.0267,141.5927,30.6786,29.553,57.1689,166.257,119.8954,-17.326151,0.8298,0.04271,0.01239,0.03032,-0.02755,-0.01516,-0.01992,0.0525,-0.0218,-0.0033,-0.0036,0.1849,0.0108,0.0076,-0.0574,0.0255,0.0561,-0.0569,0.0183,-0.0021,0.022,-0.8051,-0.0301,-0.056,0.247,-0.0283,-0.0532,0.8638,0.0007,0.0149,-0.0003,-0.578,0.0028,-0.0178,-0.0347,-0.0197,-0.0027,-0.0193,-0.12605,0.07564,-0.0157,-0.02898,0.09781,-0.08243,0.0443,0.07409,-0.05258,0.01746,0.02899,-0.00017,-5.00E-05,1.00E-05,2.00E-05,0.00024,0.00019,0,0,1.00E-05,1.00E-05,3.00E-05,0.12209,-0.07636,0.01812,0.02952,-0.09988,0.08084,-0.04474,-0.07544,0.05392,-0.02033,-0.03153,0.00412,0.00076,-0.00241,-0.00057,0.00182,0.00141,0.00045,0.00135,-0.00134,0.00286,0.00252,0.12605,-0.07564,0.0157,0.02898,-0.09781,0.08243,-0.0443,-0.07409,0.05258,-0.01746,-0.02899,66.3272,6.6077,10.5599,-1.919,8.079,79.103,3.4023,2.1561,5.3986,-3.4105,-0.6958
ML4,45,1.9869,-811.68816,-0.20288,0.00045,-0.20333,0.10121,0.10167,0.05038,1.4983,1.5786,1.5403,1.5216,1.346,1.0831,1.0854,1.4944,1.5091,1.5145,111.4597,112.9748,115.2441,123.4441,119.1613,119.1814,113.8506,124.7127,121.4519,1.0391,0.9404,0.993,1.0041,1.8062,0.9367,0.9476,1.0101,1.0283,0.9974,3.0071,3.9238,3.9332,3.8951,4,4.0013,0.9591,0.963,3.9999,3.837,3.8738,-0.34386,0.2158,-0.25086,-0.46215,-0.00924,-0.0223,0.20682,0.19271,-0.05096,-0.6936,0.08471,1.99933,1.99899,1.99913,1.99922,1.99885,1.99884,0,0,1.99899,1.99937,1.99901,4.33223,3.76052,4.23492,4.45003,3.99421,4.00888,0.79114,0.80654,4.03539,4.68619,3.89539,0.0123,0.0247,0.01682,0.0129,0.01619,0.01458,0.00205,0.00074,0.01658,0.00804,0.02089,6.34386,5.7842,6.25086,6.46215,6.00924,6.0223,0.79318,0.80729,6.05096,6.6936,5.91529,78.598,109.3322,145.5334,152.5785,54.3903,62.6756,26.7031,27.3564,50.6902,171.0562,121.3104,2.5945,-811.719956,-0.15989,0.00853,-0.16842,0.07568,0.08421,0.03401,1.5515,1.5497,1.5367,1.5192,1.5326,1.0942,1.0936,1.4368,1.5375,1.5571,1.5667,106.843,108.305,110.2444,111.758,108.1851,107.5548,118.5393,118.049,106.4702,113.4963,110.1144,106.7333,118.049,109.8501,0.9808,0.9649,0.9936,1.0272,0.9959,0.9005,0.9076,1.2563,0.9989,0.952,0.9624,3.8771,3.9207,3.9451,3.8836,3.4176,4.0036,0.9331,0.9361,3.979,3.8397,3.8439,-0.46234,0.28864,-0.27406,-0.50414,0.08204,-0.11062,0.26353,0.25101,-0.10298,-0.66914,0.10834,1.99918,1.99896,1.99912,1.99925,1.99909,1.99903,0,0,1.99899,1.99938,1.99902,4.44658,3.68789,4.25948,4.49154,3.90103,4.09586,0.73472,0.74736,4.08917,4.6587,3.87064,0.01658,0.02452,0.01546,0.01335,0.01784,0.01572,0.00174,0.00163,0.01481,0.01106,0.022,6.46234,5.71136,6.27406,6.50414,5.91796,6.11062,0.73647,0.74899,6.10298,6.66914,5.89166,142.6863,114.7755,155.5598,154.4317,62.0647,141.9375,30.3673,29.9724,56.8739,162.6011,116.4603,-19.95227616,0.6076,0.04299,0.00808,0.03491,-0.02553,-0.01746,-0.01637,0.0532,-0.0289,-0.0036,-0.0024,0.1866,0.0111,0.0082,-0.0576,0.0284,0.0426,-0.0583,0.0245,0.0006,0.0231,-0.8103,-0.0362,-0.04,0.2462,-0.0294,-0.0454,0.87,-0.0031,0.0119,-0.0115,-0.5824,0.0023,-0.026,-0.0269,-0.0209,0.0027,-0.0299,-0.11848,0.07284,-0.0232,-0.04199,0.09128,-0.08832,0.05671,0.0583,-0.05202,0.02446,0.02363,-0.00015,-3.00E-05,-1.00E-05,3.00E-05,0.00024,0.00019,0,0,0,1.00E-05,1.00E-05,0.11435,-0.07263,0.02456,0.04151,-0.09318,0.08698,-0.05642,-0.05918,0.05378,-0.02749,-0.02475,0.00428,-0.00018,-0.00136,0.00045,0.00165,0.00114,-0.00031,0.00089,-0.00177,0.00302,0.00111,0.11848,-0.07284,0.0232,0.04199,-0.09128,0.08832,-0.05671,-0.0583,0.05202,-0.02446,-0.02363,64.0883,5.4433,10.0264,1.8532,7.6744,79.2619,3.6642,2.616,6.1837,-8.4551,-4.8501
ML5,35,2.0457,-964.330498,-0.21031,-0.01264,-0.19767,0.11148,0.09883,0.06287,1.4993,1.5734,1.5392,1.5231,1.3492,1.0851,1.0862,1.4948,1.5108,1.5115,109.9898,113.4466,115.4985,123.1731,121.8889,118.3268,114.059,124.8147,121.3574,1.0377,0.9459,0.9942,1.0051,1.7964,0.9474,0.9451,1.0157,1.0278,1.0076,3.01,3.9202,3.9299,3.8852,3.9992,3.9997,0.9626,0.9606,3.9988,3.8357,3.8291,-0.33582,0.21316,-0.25873,-0.47537,-0.01189,-0.03372,0.19411,0.19973,-0.05356,-0.6943,0.06395,1.99933,1.99901,1.99912,1.99923,1.99886,1.99885,0,0,1.99899,1.99938,1.99897,4.32395,3.76433,4.24168,4.46343,3.99754,4.02068,0.80505,0.7991,4.03857,4.68681,3.91592,0.01254,0.0235,0.01794,0.01271,0.01549,0.01418,0.00084,0.00117,0.01599,0.00811,0.02115,6.33582,5.78684,6.25873,6.47537,6.01189,6.03372,0.80589,0.80027,6.05356,6.6943,5.93605,77.0358,108.3617,145.8171,156.1761,52.333,65.1313,27.3376,27.4328,52.2359,170.2605,119.1032,2.2251,-964.358354,-0.16736,0.003,-0.17036,0.08218,0.08518,0.03964,1.5516,1.5493,1.5369,1.52,1.5344,1.0932,1.0959,1.4373,1.5371,1.5563,1.5639,106.9936,109.4134,110.8593,111.597,107.3885,107.4915,118.3192,118.1541,105.5143,113.6862,110.8567,107.1597,118.1541,110.0187,0.9805,0.9653,0.9924,1.027,0.9941,0.8931,0.915,1.2619,0.9989,0.9576,0.9651,3.8778,3.922,3.944,3.8869,3.4231,4.0033,0.9269,0.943,3.9795,3.8379,3.8154,-0.46352,0.28711,-0.2787,-0.49867,0.07879,-0.10693,0.26965,0.24261,-0.10361,-0.67251,0.09194,1.99917,1.99896,1.99912,1.99925,1.99909,1.99903,0,0,1.99899,1.99938,1.99899,4.44815,3.68937,4.26451,4.48721,3.90444,4.09225,0.72826,0.75609,4.08985,4.66217,3.88562,0.0162,0.02456,0.01508,0.0122,0.01768,0.01565,0.00209,0.0013,0.01477,0.01095,0.02345,6.46352,5.71289,6.2787,6.49867,5.92121,6.10693,0.73035,0.75739,6.10361,6.67251,5.90806,141.514,115.5748,154.8772,153.0004,63.5376,144.0838,29.8801,30.5687,57.3743,163.2026,115.4937,-17.4798907,0.1794,0.04295,0.01564,0.02731,-0.0293,-0.01365,-0.02323,0.0523,-0.0241,-0.0023,-0.0031,0.1852,0.0081,0.0097,-0.0575,0.0263,0.0448,-0.0572,0.0194,-0.0018,0.0219,-0.8023,-0.0543,-0.0301,0.2462,-0.0289,-0.05,0.8678,0.0018,0.0141,0.0017,-0.5761,0.0036,-0.0357,-0.0176,-0.0193,0.0022,-0.0137,-0.1277,0.07395,-0.01997,-0.0233,0.09068,-0.07321,0.07554,0.04288,-0.05005,0.02179,0.02799,-0.00016,-5.00E-05,0,2.00E-05,0.00023,0.00018,0,0,0,0,2.00E-05,0.1242,-0.07496,0.02283,0.02378,-0.0931,0.07157,-0.07679,-0.04301,0.05128,-0.02464,-0.0303,0.00366,0.00106,-0.00286,-0.00051,0.00219,0.00147,0.00125,0.00013,-0.00122,0.00284,0.0023,0.1277,-0.07395,0.01997,0.0233,-0.09068,0.07321,-0.07554,-0.04288,0.05005,-0.02179,-0.02799,64.4782,7.2131,9.0601,-3.1757,11.2046,78.9525,2.5425,3.1359,5.1384,-7.0579,-3.6095
ML6,50,2.5481,-964.325729,-0.20796,-0.00468,-0.20328,0.10632,0.10164,0.05561,1.4997,1.5655,1.5409,1.5217,1.346,1.0845,1.0853,1.4944,1.5091,1.5101,111.1194,113.2363,115.5548,123.503,120.9207,116.7039,113.8122,124.7728,120.9361,1.0364,0.96,0.9953,1.005,1.8031,0.945,0.9426,1.0096,1.028,1.0056,3.0044,3.9226,3.9528,3.8983,4.0004,4,0.9604,0.9599,3.9998,3.8365,3.8358,-0.34741,0.2198,-0.25779,-0.46198,-0.00175,-0.02658,0.19638,0.19971,-0.05367,-0.6928,0.06628,1.99929,1.99897,1.99914,1.99923,1.99885,1.99883,0,0,1.99899,1.99938,1.99896,4.33575,3.75785,4.24174,4.44988,3.98669,4.01329,0.80298,0.79962,4.03818,4.68559,3.91267,0.01236,0.02338,0.01691,0.01287,0.01621,0.01446,0.00064,0.00067,0.01649,0.00784,0.02209,6.34741,5.7802,6.25779,6.46198,6.00175,6.02658,0.80362,0.80029,6.05367,6.6928,5.93372,87.9197,108.4232,147.9868,153.4637,52.4159,65.4787,27.2325,27.7288,51.2418,171.5521,119.8949,1.9612,-964.359428,-0.16466,0.00523,-0.16989,0.07971,0.08495,0.0374,1.552,1.5496,1.5365,1.519,1.5338,1.0944,1.094,1.4374,1.5375,1.5541,1.5659,106.858,108.2363,110.2478,111.8344,110.1712,107.3869,118.6231,117.872,105.4787,113.5867,108.1537,106.8902,117.872,110.324,0.9806,0.9653,0.9938,1.0276,0.9921,0.91,0.8991,1.2528,0.9987,0.9595,0.964,3.8778,3.9215,3.9445,3.8827,3.4143,4.0031,0.9384,0.9316,3.9795,3.8388,3.8087,-0.46253,0.28811,-0.27693,-0.5043,0.08158,-0.10835,0.24604,0.2663,-0.10276,-0.6701,0.08952,1.99918,1.99896,1.99912,1.99925,1.99909,1.99903,0,0,1.99899,1.99938,1.99898,4.44699,3.68851,4.26229,4.49165,3.90142,4.09371,0.75235,0.73196,4.08897,4.65991,3.88857,0.01637,0.02442,0.01552,0.0134,0.0179,0.01561,0.00161,0.00175,0.0148,0.01081,0.02294,6.46253,5.71189,6.27693,6.5043,5.91842,6.10835,0.75396,0.7337,6.10276,6.6701,5.91048,141.4087,114.9129,155.9488,154.6127,63.4169,143.9838,30.1503,30.2649,56.8804,163.0601,114.698,-21.14642579,-0.5869,0.0433,0.00991,0.03339,-0.02661,-0.01669,-0.01821,0.0523,-0.0159,-0.0044,-0.0027,0.1878,0.0099,0.0087,-0.057,0.0284,0.044,-0.0558,0.0053,-0.0015,0.0226,-0.811,-0.035,-0.0435,0.2432,-0.0293,-0.0461,0.8734,-0.0011,-0.0083,-0.0156,-0.5861,0.0031,-0.022,-0.0283,-0.0203,0.0023,-0.0271,-0.11512,0.06831,-0.01914,-0.04232,0.08333,-0.08177,0.04966,0.06659,-0.04909,0.0227,0.02324,-0.00011,-1.00E-05,-2.00E-05,2.00E-05,0.00024,0.0002,0,0,0,0,2.00E-05,0.11124,-0.06934,0.02055,0.04177,-0.08527,0.08042,-0.05063,-0.06766,0.05079,-0.02568,-0.0241,0.00401,0.00104,-0.00139,0.00053,0.00169,0.00115,0.00097,0.00108,-0.00169,0.00297,0.00085,0.11512,-0.06831,0.01914,0.04232,-0.08333,0.08177,-0.04966,-0.06659,0.04909,-0.0227,-0.02324,53.489,6.4897,7.962,1.149,11.001,78.5051,2.9178,2.5361,5.6386,-8.492,-5.1969
ML57,33,1.3984,-1073.822878,-0.20665,-0.02846,-0.17819,0.11755,0.0891,0.07755,1.4927,1.52,1.4281,1.4659,1.3517,1.0855,1.0847,1.5464,1.5257,1.0826,115.6451,122.2826,124.9134,131.8173,120.5123,117.7386,123.2132,107.5527,128.1544,1.0651,1.011,1.2799,1.0853,1.788,0.9474,0.9501,0.9741,1.002,0.9119,2.9969,3.8784,3.9883,3.9867,4,3.9424,0.9624,0.9612,3.889,3.886,0.9439,-0.32405,-0.552,0.03955,-0.13017,-0.05155,-0.22647,0.193,0.19598,-0.07061,-0.07696,0.23933,1.99947,1.99927,1.99901,1.99892,1.99898,1.99892,0,0,1.99917,1.99921,0,4.31216,4.5411,3.94672,4.11728,4.03428,4.21384,0.80619,0.80349,4.05113,4.05552,0.75988,0.01242,0.01164,0.01472,0.01398,0.01829,0.01372,0.00081,0.00053,0.0203,0.02223,0.00078,6.32405,6.552,5.96045,6.13017,6.05155,6.22647,0.807,0.80402,6.07061,6.07696,0.76067,93.4023,152.8286,44.29,71.73,48.4915,58.8425,27.7209,27.5958,124.6569,126.6732,26.2036,1.2039,-1073.878136,-0.15855,-0.01985,-0.1387,0.0892,0.06935,0.05737,1.5427,1.5152,1.44,1.4104,1.5154,1.0965,1.0972,1.5173,1.5604,1.1042,1.5324,112.4412,119.4394,119.6239,122.236,109.9011,107.3292,129.3366,100.1674,110.1153,108.7253,109.1576,111.4832,100.1674,105.6294,1.006,1.017,1.2019,1.2869,1.0112,0.9129,0.9136,1.0043,0.9684,0.8643,0.9942,3.8876,3.8929,3.9216,3.9679,3.4555,3.9438,0.9413,0.9488,3.8842,3.8803,0.9088,-0.44554,-0.47142,0.02911,-0.16291,0.03268,-0.30532,0.24484,0.23122,-0.08425,-0.04147,0.26412,1.99929,1.99927,1.99904,1.9989,1.99908,1.99914,0,0,1.99913,1.9992,0,4.43412,4.46015,3.957,4.15043,3.95109,4.29057,0.75383,0.76718,4.06452,4.02089,0.73341,0.01214,0.012,0.01486,0.01358,0.01716,0.01562,0.00133,0.0016,0.02061,0.02139,0.00247,6.44554,6.47142,5.97089,6.16291,5.96732,6.30532,0.75516,0.76878,6.08425,6.04147,0.73588,164.0248,157.5257,50.7146,69.3236,66.0131,139.7964,30.5524,30.8582,128.5302,127.655,29.0041,-34.67489232,-0.1945,0.0481,0.00861,0.03949,-0.02835,-0.01975,-0.02018,0.05,-0.0048,0.0119,-0.0555,0.1637,0.011,0.0125,-0.0291,0.0347,0.0216,-0.0591,0.006,-0.078,0.2016,-0.7768,-0.0345,-0.0365,0.0302,-0.0336,-0.0476,0.8907,0.0145,-0.0667,-0.0188,-0.5445,0.0014,-0.0211,-0.0124,-0.0048,-0.0057,-0.0351,-0.12149,0.08058,-0.01044,-0.03274,0.08423,-0.07885,0.05184,0.03524,-0.01364,0.03549,0.02479,-0.00018,0,3.00E-05,-2.00E-05,1.00E-04,0.00022,0,0,-4.00E-05,-1.00E-05,0,0.12196,-0.08095,0.01028,0.03315,-0.08319,0.07673,-0.05236,-0.03631,0.01339,-0.03463,-0.02647,-0.00028,0.00036,0.00014,-0.0004,-0.00113,0.0019,0.00052,0.00107,0.00031,-0.00084,0.00169,0.12149,-0.08058,0.01044,0.03274,-0.08423,0.07885,-0.05184,-0.03524,0.01364,-0.03549,-0.02479,70.6225,4.6971,6.4246,-2.4064,17.5216,80.9539,2.8315,3.2624,3.8733,0.9818,2.8005
